/scratch1/tsa5252/anaconda3/lib/python3.11/site-packages/hydra/_internal/defaults_list.py:251: UserWarning: In 'config': Defaults list is missing `_self_`. See https://hydra.cc/docs/1.2/upgrades/1.0_to_1.1/default_composition_order for more information
  warnings.warn(msg, UserWarning)
Starting PPO Teacher Training on CartPole-v1...
global_step=100, episodic_return=25.00
global_step=184, episodic_return=20.00
global_step=248, episodic_return=15.00
global_step=320, episodic_return=17.00
global_step=472, episodic_return=37.00
global_step=552, episodic_return=19.00
global_step=672, episodic_return=29.00
global_step=736, episodic_return=15.00
global_step=800, episodic_return=15.00
global_step=916, episodic_return=28.00
global_step=960, episodic_return=10.00
global_step=1044, episodic_return=20.00
global_step=1124, episodic_return=19.00
global_step=1176, episodic_return=12.00
global_step=1284, episodic_return=26.00
global_step=1332, episodic_return=11.00
global_step=1532, episodic_return=49.00
global_step=1588, episodic_return=13.00
global_step=1720, episodic_return=32.00
global_step=1792, episodic_return=17.00
global_step=1860, episodic_return=16.00
global_step=1916, episodic_return=13.00
global_step=2024, episodic_return=26.00
global_step=2088, episodic_return=15.00
global_step=2168, episodic_return=19.00
global_step=2288, episodic_return=29.00
global_step=2340, episodic_return=12.00
global_step=2384, episodic_return=10.00
global_step=2464, episodic_return=19.00
global_step=2520, episodic_return=13.00
global_step=2584, episodic_return=15.00
global_step=2676, episodic_return=22.00
global_step=2728, episodic_return=12.00
global_step=2768, episodic_return=9.00
global_step=2816, episodic_return=11.00
global_step=2876, episodic_return=14.00
global_step=3036, episodic_return=39.00
global_step=3172, episodic_return=33.00
global_step=3320, episodic_return=36.00
global_step=3396, episodic_return=18.00
global_step=3464, episodic_return=16.00
global_step=3536, episodic_return=17.00
global_step=3636, episodic_return=24.00
global_step=3780, episodic_return=35.00
global_step=3876, episodic_return=23.00
global_step=3920, episodic_return=10.00
global_step=3996, episodic_return=18.00
global_step=4088, episodic_return=22.00
global_step=4200, episodic_return=27.00
global_step=4264, episodic_return=15.00
global_step=4384, episodic_return=29.00
