/scratch1/tsa5252/anaconda3/lib/python3.11/site-packages/hydra/_internal/defaults_list.py:251: UserWarning: In 'config': Defaults list is missing `_self_`. See https://hydra.cc/docs/1.2/upgrades/1.0_to_1.1/default_composition_order for more information
  warnings.warn(msg, UserWarning)
[[36m2026-02-28 02:01:40,650[0m][[34mOpenGL.acceleratesupport[0m][[32mINFO[0m] - No OpenGL_accelerate module loaded: No module named 'OpenGL_accelerate'[0m
Starting PPO Teacher Training on Hopper-v5...
global_step=52, episodic_return=9.81
global_step=308, episodic_return=56.50
global_step=408, episodic_return=19.83
global_step=552, episodic_return=29.89
global_step=656, episodic_return=14.67
global_step=752, episodic_return=14.51
global_step=888, episodic_return=10.43
global_step=968, episodic_return=14.39
global_step=1044, episodic_return=14.46
global_step=1200, episodic_return=41.66
global_step=1268, episodic_return=10.39
global_step=1468, episodic_return=48.50
global_step=1596, episodic_return=25.23
global_step=1668, episodic_return=11.25
global_step=1792, episodic_return=21.58
global_step=1908, episodic_return=18.34
global_step=1992, episodic_return=20.27
global_step=2052, episodic_return=9.49
global_step=2132, episodic_return=11.39
global_step=2244, episodic_return=21.00
global_step=2320, episodic_return=17.59
global_step=2448, episodic_return=16.82
global_step=2536, episodic_return=20.76
global_step=2692, episodic_return=20.84
global_step=2832, episodic_return=23.66
global_step=2952, episodic_return=17.86
global_step=3056, episodic_return=22.56
global_step=3164, episodic_return=17.42
global_step=3284, episodic_return=22.06
global_step=3404, episodic_return=25.87
global_step=3476, episodic_return=8.36
global_step=3532, episodic_return=10.65
global_step=3660, episodic_return=22.08
global_step=3768, episodic_return=20.23
global_step=3956, episodic_return=35.64
global_step=4088, episodic_return=33.37
global_step=4152, episodic_return=11.30
global_step=4224, episodic_return=14.53
global_step=4276, episodic_return=8.59
global_step=4336, episodic_return=12.58
global_step=4400, episodic_return=7.70
global_step=4480, episodic_return=15.31
global_step=4572, episodic_return=16.14
global_step=4700, episodic_return=25.02
global_step=4768, episodic_return=11.33
global_step=4864, episodic_return=22.13
global_step=4988, episodic_return=31.40
global_step=5056, episodic_return=9.15
global_step=5312, episodic_return=93.51
global_step=5404, episodic_return=14.82
global_step=5464, episodic_return=9.02
global_step=5704, episodic_return=51.83
global_step=5768, episodic_return=12.44
global_step=5872, episodic_return=17.05
global_step=5944, episodic_return=11.70
global_step=6084, episodic_return=28.89
global_step=6160, episodic_return=11.55
global_step=6220, episodic_return=11.27
global_step=6356, episodic_return=21.74
global_step=6444, episodic_return=19.52
global_step=6692, episodic_return=46.82
global_step=6820, episodic_return=14.99
global_step=7012, episodic_return=42.13
global_step=7088, episodic_return=8.27
global_step=7216, episodic_return=19.67
global_step=7296, episodic_return=11.50
global_step=7380, episodic_return=16.63
global_step=7520, episodic_return=34.57
global_step=7668, episodic_return=29.31
global_step=7788, episodic_return=17.62
global_step=7892, episodic_return=25.79
global_step=7980, episodic_return=20.33
global_step=8048, episodic_return=11.39
global_step=8116, episodic_return=12.46
Eval: global_step=8192, reward=269.76 +/- 10.71
global_step=8388, episodic_return=52.53
global_step=8448, episodic_return=7.46
global_step=8628, episodic_return=48.41
global_step=8708, episodic_return=9.85
global_step=8836, episodic_return=26.95
global_step=8984, episodic_return=32.25
global_step=9484, episodic_return=222.08
global_step=9596, episodic_return=20.97
global_step=9716, episodic_return=25.44
global_step=9856, episodic_return=25.21
global_step=10212, episodic_return=93.07
global_step=10552, episodic_return=156.67
global_step=10624, episodic_return=17.15
global_step=10724, episodic_return=12.61
global_step=11156, episodic_return=136.97
global_step=11300, episodic_return=25.01
global_step=11616, episodic_return=96.62
global_step=11748, episodic_return=33.47
global_step=11852, episodic_return=21.52
global_step=12396, episodic_return=255.37
global_step=12540, episodic_return=21.67
global_step=12736, episodic_return=50.08
global_step=12984, episodic_return=76.78
global_step=13076, episodic_return=18.48
global_step=13268, episodic_return=61.39
global_step=13896, episodic_return=249.11
global_step=14084, episodic_return=33.41
global_step=14208, episodic_return=14.77
global_step=14312, episodic_return=27.35
global_step=14436, episodic_return=33.69
global_step=14496, episodic_return=10.15
global_step=14640, episodic_return=35.08
global_step=14744, episodic_return=23.74
global_step=14936, episodic_return=34.01
global_step=15004, episodic_return=10.96
global_step=15084, episodic_return=13.02
global_step=15308, episodic_return=45.32
global_step=15408, episodic_return=15.43
global_step=15788, episodic_return=160.86
global_step=15916, episodic_return=27.32
global_step=16260, episodic_return=130.19
global_step=16372, episodic_return=11.44
Eval: global_step=16384, reward=254.20 +/- 1.80
global_step=16832, episodic_return=238.57
global_step=16904, episodic_return=10.89
global_step=17112, episodic_return=39.50
global_step=17244, episodic_return=38.33
global_step=17392, episodic_return=29.42
global_step=17720, episodic_return=131.81
global_step=17868, episodic_return=43.86
global_step=18152, episodic_return=90.41
global_step=18256, episodic_return=24.94
global_step=18392, episodic_return=26.80
global_step=18580, episodic_return=39.32
global_step=18964, episodic_return=153.90
global_step=19432, episodic_return=186.00
global_step=19548, episodic_return=34.82
global_step=20008, episodic_return=223.36
global_step=20104, episodic_return=23.01
global_step=20460, episodic_return=59.57
global_step=20748, episodic_return=136.60
global_step=20836, episodic_return=19.87
global_step=20904, episodic_return=12.42
global_step=20980, episodic_return=17.67
global_step=21620, episodic_return=281.76
global_step=21800, episodic_return=41.31
global_step=22420, episodic_return=276.60
global_step=22512, episodic_return=20.22
global_step=22672, episodic_return=39.47
global_step=23156, episodic_return=212.26
global_step=23288, episodic_return=27.13
global_step=23632, episodic_return=118.19
global_step=23736, episodic_return=18.57
global_step=23816, episodic_return=18.05
global_step=23944, episodic_return=24.01
global_step=24416, episodic_return=187.74
global_step=24500, episodic_return=18.92
Eval: global_step=24576, reward=107.15 +/- 2.12
global_step=24948, episodic_return=218.29
