/scratch1/tsa5252/anaconda3/lib/python3.11/site-packages/hydra/_internal/defaults_list.py:251: UserWarning: In 'config': Defaults list is missing `_self_`. See https://hydra.cc/docs/1.2/upgrades/1.0_to_1.1/default_composition_order for more information
  warnings.warn(msg, UserWarning)
Starting PPO Teacher Training on CartPole-v1...
global_step=88, episodic_return=22.00
global_step=204, episodic_return=28.00
global_step=260, episodic_return=13.00
global_step=356, episodic_return=23.00
global_step=512, episodic_return=38.00
global_step=612, episodic_return=24.00
global_step=744, episodic_return=32.00
global_step=788, episodic_return=10.00
global_step=912, episodic_return=30.00
global_step=956, episodic_return=10.00
global_step=1172, episodic_return=53.00
global_step=1260, episodic_return=21.00
global_step=1352, episodic_return=22.00
global_step=1400, episodic_return=11.00
global_step=1520, episodic_return=29.00
global_step=1684, episodic_return=40.00
global_step=1724, episodic_return=9.00
global_step=1812, episodic_return=21.00
global_step=1932, episodic_return=29.00
global_step=2072, episodic_return=34.00
global_step=2140, episodic_return=16.00
global_step=2224, episodic_return=20.00
global_step=2432, episodic_return=51.00
global_step=2532, episodic_return=24.00
global_step=2660, episodic_return=31.00
global_step=2736, episodic_return=18.00
global_step=2852, episodic_return=28.00
global_step=2908, episodic_return=13.00
global_step=2972, episodic_return=15.00
global_step=3048, episodic_return=18.00
global_step=3140, episodic_return=22.00
global_step=3220, episodic_return=19.00
global_step=3268, episodic_return=11.00
global_step=3340, episodic_return=17.00
global_step=3428, episodic_return=21.00
global_step=3488, episodic_return=14.00
global_step=3600, episodic_return=27.00
global_step=3640, episodic_return=9.00
global_step=3720, episodic_return=19.00
global_step=3800, episodic_return=19.00
global_step=3864, episodic_return=15.00
global_step=3940, episodic_return=18.00
global_step=3992, episodic_return=12.00
global_step=4084, episodic_return=22.00
global_step=4168, episodic_return=20.00
global_step=4296, episodic_return=31.00
global_step=4360, episodic_return=15.00
global_step=4476, episodic_return=28.00
global_step=4540, episodic_return=15.00
global_step=4584, episodic_return=10.00
global_step=4652, episodic_return=16.00
global_step=4728, episodic_return=18.00
global_step=4792, episodic_return=15.00
global_step=4840, episodic_return=11.00
global_step=4908, episodic_return=16.00
global_step=4960, episodic_return=12.00
global_step=5076, episodic_return=28.00
global_step=5196, episodic_return=29.00
global_step=5288, episodic_return=22.00
global_step=5348, episodic_return=14.00
global_step=5400, episodic_return=12.00
global_step=5456, episodic_return=13.00
global_step=5512, episodic_return=13.00
global_step=5628, episodic_return=28.00
global_step=5708, episodic_return=19.00
global_step=5964, episodic_return=63.00
global_step=6072, episodic_return=26.00
global_step=6148, episodic_return=18.00
global_step=6280, episodic_return=32.00
global_step=6348, episodic_return=16.00
global_step=6420, episodic_return=17.00
global_step=6512, episodic_return=22.00
global_step=6576, episodic_return=15.00
global_step=6660, episodic_return=20.00
global_step=6772, episodic_return=27.00
global_step=6820, episodic_return=11.00
global_step=6876, episodic_return=13.00
global_step=6944, episodic_return=16.00
global_step=6996, episodic_return=12.00
global_step=7092, episodic_return=23.00
global_step=7164, episodic_return=17.00
global_step=7240, episodic_return=18.00
global_step=7280, episodic_return=9.00
global_step=7432, episodic_return=37.00
global_step=7504, episodic_return=17.00
global_step=7608, episodic_return=25.00
global_step=7688, episodic_return=19.00
global_step=7860, episodic_return=42.00
global_step=7916, episodic_return=13.00
global_step=8004, episodic_return=21.00
global_step=8120, episodic_return=28.00
