/scratch1/tsa5252/anaconda3/lib/python3.11/site-packages/hydra/_internal/defaults_list.py:251: UserWarning: In 'config': Defaults list is missing `_self_`. See https://hydra.cc/docs/1.2/upgrades/1.0_to_1.1/default_composition_order for more information
  warnings.warn(msg, UserWarning)
Starting PPO Teacher Training on CartPole-v1...
global_step=48, episodic_return=12.00
global_step=112, episodic_return=15.00
global_step=160, episodic_return=11.00
global_step=276, episodic_return=28.00
global_step=452, episodic_return=43.00
global_step=540, episodic_return=21.00
global_step=628, episodic_return=21.00
global_step=728, episodic_return=24.00
global_step=776, episodic_return=11.00
global_step=864, episodic_return=21.00
global_step=960, episodic_return=23.00
global_step=1068, episodic_return=26.00
global_step=1168, episodic_return=24.00
global_step=1296, episodic_return=31.00
global_step=1348, episodic_return=12.00
global_step=1476, episodic_return=31.00
global_step=1564, episodic_return=21.00
global_step=1632, episodic_return=16.00
global_step=1696, episodic_return=15.00
global_step=1828, episodic_return=32.00
global_step=1868, episodic_return=9.00
global_step=1904, episodic_return=8.00
global_step=1984, episodic_return=19.00
global_step=2064, episodic_return=19.00
global_step=2232, episodic_return=41.00
global_step=2372, episodic_return=34.00
global_step=2516, episodic_return=35.00
global_step=2592, episodic_return=18.00
global_step=2676, episodic_return=20.00
global_step=2732, episodic_return=13.00
global_step=2824, episodic_return=22.00
global_step=2900, episodic_return=18.00
global_step=2992, episodic_return=22.00
global_step=3040, episodic_return=11.00
global_step=3100, episodic_return=14.00
global_step=3144, episodic_return=10.00
global_step=3260, episodic_return=28.00
global_step=3332, episodic_return=17.00
global_step=3448, episodic_return=28.00
global_step=3524, episodic_return=18.00
global_step=3584, episodic_return=14.00
global_step=3624, episodic_return=9.00
global_step=3712, episodic_return=21.00
global_step=3788, episodic_return=18.00
global_step=3836, episodic_return=11.00
global_step=3932, episodic_return=23.00
global_step=4012, episodic_return=19.00
global_step=4104, episodic_return=22.00
global_step=4144, episodic_return=9.00
global_step=4216, episodic_return=17.00
global_step=4316, episodic_return=24.00
global_step=4416, episodic_return=24.00
global_step=4480, episodic_return=15.00
global_step=4532, episodic_return=12.00
