/scratch1/tsa5252/anaconda3/lib/python3.11/site-packages/hydra/_internal/defaults_list.py:251: UserWarning: In 'config': Defaults list is missing `_self_`. See https://hydra.cc/docs/1.2/upgrades/1.0_to_1.1/default_composition_order for more information
  warnings.warn(msg, UserWarning)
[[36m2026-02-28 01:46:09,722[0m][[34mOpenGL.acceleratesupport[0m][[32mINFO[0m] - No OpenGL_accelerate module loaded: No module named 'OpenGL_accelerate'[0m
Starting PPO Teacher Training on Hopper-v5...
global_step=88, episodic_return=13.27
global_step=176, episodic_return=18.83
global_step=276, episodic_return=15.59
global_step=364, episodic_return=12.70
global_step=528, episodic_return=37.54
global_step=692, episodic_return=22.01
global_step=816, episodic_return=29.37
global_step=904, episodic_return=11.72
global_step=984, episodic_return=17.68
global_step=1068, episodic_return=12.73
global_step=1156, episodic_return=19.18
global_step=1240, episodic_return=16.75
global_step=1364, episodic_return=18.89
global_step=1552, episodic_return=36.88
global_step=1628, episodic_return=16.58
global_step=1740, episodic_return=21.02
global_step=1832, episodic_return=17.91
global_step=1952, episodic_return=20.44
global_step=2060, episodic_return=13.54
global_step=2168, episodic_return=26.80
global_step=2296, episodic_return=28.15
global_step=2400, episodic_return=22.61
global_step=2556, episodic_return=33.86
global_step=2648, episodic_return=17.57
global_step=2712, episodic_return=11.04
global_step=2856, episodic_return=23.31
global_step=2948, episodic_return=13.04
global_step=3028, episodic_return=13.96
global_step=3088, episodic_return=10.30
global_step=3260, episodic_return=27.71
global_step=3356, episodic_return=18.10
global_step=3516, episodic_return=33.40
global_step=3708, episodic_return=45.89
global_step=3808, episodic_return=24.85
global_step=3944, episodic_return=13.05
global_step=4084, episodic_return=29.14
global_step=4164, episodic_return=10.67
global_step=4216, episodic_return=8.77
global_step=4316, episodic_return=22.31
global_step=4472, episodic_return=22.77
global_step=4612, episodic_return=14.00
global_step=4756, episodic_return=33.90
global_step=4904, episodic_return=23.15
global_step=5048, episodic_return=24.92
global_step=5188, episodic_return=16.39
global_step=5328, episodic_return=27.84
global_step=5628, episodic_return=68.43
global_step=5720, episodic_return=10.68
global_step=5828, episodic_return=15.08
global_step=5920, episodic_return=13.39
global_step=6008, episodic_return=16.48
global_step=6140, episodic_return=23.00
global_step=6272, episodic_return=28.14
global_step=6432, episodic_return=18.28
global_step=6552, episodic_return=19.80
global_step=6696, episodic_return=32.95
global_step=6776, episodic_return=13.00
global_step=6848, episodic_return=13.58
global_step=7108, episodic_return=41.82
global_step=7200, episodic_return=21.38
global_step=7444, episodic_return=77.98
global_step=7528, episodic_return=11.99
global_step=7584, episodic_return=10.31
global_step=7708, episodic_return=24.73
global_step=7884, episodic_return=22.21
global_step=7996, episodic_return=27.68
global_step=8060, episodic_return=13.49
global_step=8136, episodic_return=11.87
Eval: global_step=8192, reward=45.22 +/- 0.63
global_step=8280, episodic_return=15.89
global_step=8524, episodic_return=31.74
global_step=8720, episodic_return=52.76
global_step=8860, episodic_return=35.78
global_step=9000, episodic_return=17.06
global_step=9240, episodic_return=45.64
global_step=9356, episodic_return=23.83
global_step=9480, episodic_return=18.11
global_step=9652, episodic_return=21.81
global_step=9728, episodic_return=12.50
global_step=9844, episodic_return=25.17
global_step=9936, episodic_return=18.61
global_step=10056, episodic_return=26.17
global_step=10128, episodic_return=12.29
global_step=10240, episodic_return=16.21
global_step=10408, episodic_return=32.92
global_step=10536, episodic_return=32.34
global_step=10656, episodic_return=29.87
global_step=10720, episodic_return=12.12
global_step=10832, episodic_return=15.80
global_step=10976, episodic_return=19.55
global_step=11204, episodic_return=28.86
global_step=11320, episodic_return=22.06
global_step=11404, episodic_return=15.18
global_step=11568, episodic_return=26.86
global_step=11792, episodic_return=38.92
global_step=11948, episodic_return=41.74
global_step=12060, episodic_return=28.54
global_step=12164, episodic_return=23.40
global_step=12232, episodic_return=11.69
global_step=12368, episodic_return=21.42
global_step=12500, episodic_return=26.40
global_step=12752, episodic_return=90.80
global_step=12864, episodic_return=24.09
global_step=12980, episodic_return=26.10
global_step=13132, episodic_return=47.78
global_step=13320, episodic_return=38.10
global_step=13484, episodic_return=32.79
global_step=13552, episodic_return=12.66
global_step=13680, episodic_return=27.86
global_step=13880, episodic_return=44.88
global_step=14016, episodic_return=14.46
global_step=14120, episodic_return=18.96
global_step=14240, episodic_return=33.49
global_step=14328, episodic_return=18.67
global_step=14544, episodic_return=65.61
global_step=14700, episodic_return=30.31
global_step=14852, episodic_return=34.41
global_step=14992, episodic_return=34.06
global_step=15152, episodic_return=40.68
global_step=15348, episodic_return=27.04
global_step=15448, episodic_return=25.15
global_step=15688, episodic_return=56.51
global_step=15748, episodic_return=9.51
