/scratch1/tsa5252/anaconda3/lib/python3.11/site-packages/hydra/_internal/defaults_list.py:251: UserWarning: In 'config': Defaults list is missing `_self_`. See https://hydra.cc/docs/1.2/upgrades/1.0_to_1.1/default_composition_order for more information
  warnings.warn(msg, UserWarning)
Starting PPO Teacher Training on CartPole-v1...
global_step=76, episodic_return=19.00
global_step=164, episodic_return=21.00
global_step=296, episodic_return=32.00
global_step=392, episodic_return=23.00
global_step=440, episodic_return=11.00
global_step=492, episodic_return=12.00
global_step=576, episodic_return=20.00
global_step=668, episodic_return=22.00
global_step=756, episodic_return=21.00
global_step=828, episodic_return=17.00
global_step=884, episodic_return=13.00
global_step=1100, episodic_return=53.00
global_step=1148, episodic_return=11.00
global_step=1240, episodic_return=22.00
global_step=1280, episodic_return=9.00
global_step=1384, episodic_return=25.00
global_step=1436, episodic_return=12.00
global_step=1484, episodic_return=11.00
global_step=1544, episodic_return=14.00
global_step=1592, episodic_return=11.00
global_step=1640, episodic_return=11.00
global_step=1772, episodic_return=32.00
global_step=1848, episodic_return=18.00
global_step=2020, episodic_return=42.00
global_step=2096, episodic_return=18.00
global_step=2272, episodic_return=43.00
global_step=2396, episodic_return=30.00
global_step=2452, episodic_return=13.00
global_step=2504, episodic_return=12.00
global_step=2568, episodic_return=15.00
global_step=2612, episodic_return=10.00
global_step=2676, episodic_return=15.00
global_step=2876, episodic_return=49.00
global_step=2936, episodic_return=14.00
global_step=3016, episodic_return=19.00
global_step=3084, episodic_return=16.00
global_step=3148, episodic_return=15.00
global_step=3192, episodic_return=10.00
global_step=3244, episodic_return=12.00
global_step=3356, episodic_return=27.00
global_step=3572, episodic_return=53.00
global_step=3656, episodic_return=20.00
global_step=3772, episodic_return=28.00
global_step=3852, episodic_return=19.00
global_step=3924, episodic_return=17.00
global_step=4020, episodic_return=23.00
global_step=4092, episodic_return=17.00
global_step=4156, episodic_return=15.00
global_step=4208, episodic_return=12.00
global_step=4280, episodic_return=17.00
global_step=4388, episodic_return=26.00
global_step=4500, episodic_return=27.00
global_step=4540, episodic_return=9.00
global_step=4704, episodic_return=40.00
global_step=4772, episodic_return=16.00
global_step=4816, episodic_return=10.00
global_step=4884, episodic_return=16.00
global_step=4984, episodic_return=24.00
global_step=5112, episodic_return=31.00
global_step=5160, episodic_return=11.00
global_step=5216, episodic_return=13.00
global_step=5312, episodic_return=23.00
global_step=5364, episodic_return=12.00
global_step=5432, episodic_return=16.00
global_step=5512, episodic_return=19.00
global_step=5584, episodic_return=17.00
global_step=5668, episodic_return=20.00
global_step=5720, episodic_return=12.00
global_step=5764, episodic_return=10.00
global_step=5836, episodic_return=17.00
global_step=6012, episodic_return=43.00
global_step=6092, episodic_return=19.00
global_step=6136, episodic_return=10.00
global_step=6224, episodic_return=21.00
global_step=6336, episodic_return=27.00
global_step=6412, episodic_return=18.00
global_step=6576, episodic_return=40.00
global_step=6664, episodic_return=21.00
global_step=6760, episodic_return=23.00
global_step=6820, episodic_return=14.00
global_step=6948, episodic_return=31.00
global_step=7024, episodic_return=18.00
global_step=7064, episodic_return=9.00
global_step=7280, episodic_return=53.00
global_step=7428, episodic_return=36.00
global_step=7512, episodic_return=20.00
global_step=7580, episodic_return=16.00
global_step=7700, episodic_return=29.00
global_step=7776, episodic_return=18.00
global_step=7872, episodic_return=23.00
global_step=7980, episodic_return=26.00
global_step=8084, episodic_return=25.00
global_step=8160, episodic_return=18.00
Eval: global_step=8192, reward=129.70 +/- 126.39
global_step=8232, episodic_return=17.00
global_step=8460, episodic_return=56.00
global_step=8544, episodic_return=20.00
global_step=8632, episodic_return=21.00
global_step=8716, episodic_return=20.00
global_step=8772, episodic_return=13.00
global_step=9040, episodic_return=66.00
global_step=9304, episodic_return=65.00
global_step=9472, episodic_return=41.00
global_step=9532, episodic_return=14.00
global_step=9608, episodic_return=18.00
global_step=9736, episodic_return=31.00
global_step=9860, episodic_return=30.00
global_step=9944, episodic_return=20.00
global_step=10012, episodic_return=16.00
global_step=10132, episodic_return=29.00
global_step=10200, episodic_return=16.00
global_step=10280, episodic_return=19.00
