/scratch1/tsa5252/anaconda3/lib/python3.11/site-packages/hydra/_internal/defaults_list.py:251: UserWarning: In 'config': Defaults list is missing `_self_`. See https://hydra.cc/docs/1.2/upgrades/1.0_to_1.1/default_composition_order for more information
  warnings.warn(msg, UserWarning)
[[36m2026-02-28 02:58:58,179[0m][[34mOpenGL.acceleratesupport[0m][[32mINFO[0m] - No OpenGL_accelerate module loaded: No module named 'OpenGL_accelerate'[0m
Starting PPO Teacher Training on Hopper-v5...
global_step=60, episodic_return=8.56
global_step=508, episodic_return=195.60
global_step=628, episodic_return=22.09
global_step=776, episodic_return=27.89
global_step=860, episodic_return=16.44
global_step=924, episodic_return=12.45
global_step=1120, episodic_return=66.34
global_step=1216, episodic_return=21.34
global_step=1288, episodic_return=10.95
global_step=1432, episodic_return=31.22
global_step=1600, episodic_return=46.72
global_step=1700, episodic_return=18.19
global_step=1808, episodic_return=10.07
global_step=1892, episodic_return=14.75
global_step=1988, episodic_return=20.47
global_step=2040, episodic_return=7.58
global_step=2140, episodic_return=15.04
global_step=2304, episodic_return=46.18
global_step=2440, episodic_return=32.60
global_step=2504, episodic_return=13.41
global_step=2568, episodic_return=10.79
global_step=2692, episodic_return=17.47
global_step=2760, episodic_return=14.02
global_step=2908, episodic_return=30.53
global_step=2980, episodic_return=13.41
global_step=3120, episodic_return=16.33
global_step=3268, episodic_return=31.43
global_step=3396, episodic_return=27.83
global_step=3548, episodic_return=30.71
global_step=3620, episodic_return=13.93
global_step=3744, episodic_return=21.09
global_step=3848, episodic_return=18.98
global_step=4040, episodic_return=49.90
global_step=4108, episodic_return=10.89
global_step=4232, episodic_return=33.03
global_step=4300, episodic_return=10.95
global_step=4472, episodic_return=32.29
global_step=4540, episodic_return=12.28
global_step=4636, episodic_return=19.40
global_step=4700, episodic_return=7.39
global_step=4836, episodic_return=27.69
global_step=4952, episodic_return=18.66
global_step=5164, episodic_return=47.49
global_step=5280, episodic_return=16.42
global_step=5468, episodic_return=50.33
global_step=5580, episodic_return=14.32
global_step=5696, episodic_return=18.74
global_step=5836, episodic_return=26.55
global_step=5968, episodic_return=21.76
global_step=6068, episodic_return=16.74
global_step=6208, episodic_return=35.74
global_step=6428, episodic_return=38.91
global_step=6564, episodic_return=23.00
global_step=6644, episodic_return=9.60
global_step=6816, episodic_return=58.78
global_step=6920, episodic_return=27.86
global_step=7124, episodic_return=48.56
global_step=7260, episodic_return=30.59
global_step=7428, episodic_return=26.44
global_step=7532, episodic_return=17.38
global_step=7600, episodic_return=13.67
global_step=7776, episodic_return=44.44
global_step=7892, episodic_return=32.90
global_step=7976, episodic_return=17.14
global_step=8184, episodic_return=33.25
Eval: global_step=8192, reward=129.63 +/- 1.70
global_step=8272, episodic_return=12.62
global_step=8372, episodic_return=25.74
global_step=8528, episodic_return=10.65
global_step=8660, episodic_return=42.62
global_step=8756, episodic_return=23.65
global_step=8908, episodic_return=39.99
global_step=9032, episodic_return=35.33
global_step=9136, episodic_return=15.14
global_step=9380, episodic_return=89.18
global_step=9452, episodic_return=14.41
global_step=9592, episodic_return=41.01
global_step=9684, episodic_return=12.60
global_step=9812, episodic_return=31.96
global_step=10072, episodic_return=89.90
global_step=10236, episodic_return=29.30
global_step=10372, episodic_return=43.90
global_step=10492, episodic_return=21.36
global_step=10664, episodic_return=45.09
global_step=10740, episodic_return=11.24
global_step=10860, episodic_return=22.40
global_step=11020, episodic_return=34.13
global_step=11132, episodic_return=22.03
global_step=11468, episodic_return=57.40
global_step=11568, episodic_return=25.74
global_step=11756, episodic_return=46.63
global_step=11820, episodic_return=10.94
global_step=11924, episodic_return=11.78
global_step=11996, episodic_return=12.34
global_step=12088, episodic_return=22.48
global_step=12400, episodic_return=70.94
global_step=12552, episodic_return=18.85
global_step=12716, episodic_return=31.04
global_step=12828, episodic_return=30.85
global_step=12956, episodic_return=22.29
global_step=13076, episodic_return=32.28
global_step=13260, episodic_return=62.71
global_step=13416, episodic_return=35.19
global_step=13576, episodic_return=49.87
global_step=13704, episodic_return=18.98
global_step=13884, episodic_return=33.18
global_step=14020, episodic_return=23.71
