/scratch1/tsa5252/anaconda3/envs/spiceenv/lib/python3.8/site-packages/hydra/_internal/defaults_list.py:251: UserWarning: In 'config': Defaults list is missing `_self_`. See https://hydra.cc/docs/1.2/upgrades/1.0_to_1.1/default_composition_order for more information
  warnings.warn(msg, UserWarning)
[[36m2026-03-01 17:08:53,512[0m][[34mOpenGL.acceleratesupport[0m][[32mINFO[0m] - No OpenGL_accelerate module loaded: No module named 'OpenGL_accelerate'[0m
Starting PPO Teacher Training on Humanoid-v5...
global_step=68, episodic_return=75.82
global_step=140, episodic_return=75.63
global_step=252, episodic_return=124.99
global_step=324, episodic_return=75.43
global_step=416, episodic_return=97.91
global_step=504, episodic_return=97.03
global_step=576, episodic_return=76.01
global_step=680, episodic_return=102.81
global_step=772, episodic_return=93.05
global_step=844, episodic_return=75.40
global_step=916, episodic_return=73.07
global_step=988, episodic_return=75.97
global_step=1060, episodic_return=75.72
global_step=1148, episodic_return=92.44
global_step=1216, episodic_return=71.37
global_step=1288, episodic_return=73.76
global_step=1368, episodic_return=83.06
global_step=1444, episodic_return=77.34
global_step=1556, episodic_return=109.18
global_step=1664, episodic_return=119.66
global_step=1740, episodic_return=81.91
global_step=1816, episodic_return=79.23
global_step=1916, episodic_return=108.02
global_step=2044, episodic_return=138.74
global_step=2116, episodic_return=75.15
global_step=2216, episodic_return=95.58
global_step=2284, episodic_return=70.79
global_step=2356, episodic_return=75.53
global_step=2428, episodic_return=72.86
global_step=2568, episodic_return=138.35
global_step=2688, episodic_return=131.93
global_step=2760, episodic_return=74.10
global_step=2832, episodic_return=73.46
global_step=2904, episodic_return=74.78
global_step=2980, episodic_return=79.66
global_step=3052, episodic_return=75.88
global_step=3172, episodic_return=136.58
global_step=3248, episodic_return=80.53
global_step=3320, episodic_return=75.67
global_step=3424, episodic_return=105.04
global_step=3500, episodic_return=78.95
global_step=3588, episodic_return=90.25
global_step=3680, episodic_return=98.59
global_step=3852, episodic_return=194.60
global_step=3944, episodic_return=101.76
global_step=4012, episodic_return=70.76
global_step=4084, episodic_return=74.32
global_step=4168, episodic_return=85.85
global_step=4244, episodic_return=78.26
global_step=4336, episodic_return=100.20
global_step=4432, episodic_return=105.40
global_step=4544, episodic_return=115.76
global_step=4624, episodic_return=81.47
global_step=4720, episodic_return=106.43
global_step=4808, episodic_return=92.69
global_step=4884, episodic_return=81.28
global_step=4976, episodic_return=101.87
global_step=5052, episodic_return=80.74
global_step=5144, episodic_return=100.52
global_step=5228, episodic_return=88.64
global_step=5300, episodic_return=75.33
global_step=5388, episodic_return=90.84
global_step=5460, episodic_return=73.40
global_step=5532, episodic_return=75.61
global_step=5620, episodic_return=95.13
global_step=5696, episodic_return=78.37
global_step=5764, episodic_return=70.08
global_step=5848, episodic_return=87.06
global_step=5920, episodic_return=75.72
global_step=5988, episodic_return=70.24
global_step=6056, episodic_return=70.68
global_step=6128, episodic_return=75.50
global_step=6280, episodic_return=167.59
global_step=6352, episodic_return=75.55
global_step=6436, episodic_return=89.06
global_step=6504, episodic_return=69.38
global_step=6572, episodic_return=70.92
global_step=6692, episodic_return=133.45
global_step=6840, episodic_return=174.43
global_step=6996, episodic_return=177.43
global_step=7068, episodic_return=75.78
global_step=7204, episodic_return=145.85
global_step=7336, episodic_return=132.65
global_step=7428, episodic_return=102.58
global_step=7580, episodic_return=173.25
global_step=7656, episodic_return=80.86
global_step=7740, episodic_return=90.30
global_step=7812, episodic_return=74.78
global_step=7968, episodic_return=176.05
global_step=8048, episodic_return=85.35
global_step=8152, episodic_return=107.95
Eval: global_step=8192, reward=192.76 +/- 14.74
global_step=8312, episodic_return=182.89
global_step=8388, episodic_return=80.79
global_step=8460, episodic_return=75.83
global_step=8548, episodic_return=92.40
global_step=8640, episodic_return=87.98
global_step=8728, episodic_return=96.44
global_step=8820, episodic_return=94.85
global_step=8892, episodic_return=73.14
global_step=9044, episodic_return=172.56
global_step=9132, episodic_return=93.17
global_step=9200, episodic_return=68.34
global_step=9320, episodic_return=120.67
global_step=9388, episodic_return=70.22
global_step=9488, episodic_return=108.74
global_step=9620, episodic_return=143.64
global_step=9712, episodic_return=93.36
global_step=9808, episodic_return=91.88
global_step=9928, episodic_return=126.37
global_step=10024, episodic_return=95.78
global_step=10092, episodic_return=69.07
global_step=10168, episodic_return=80.71
global_step=10244, episodic_return=80.07
global_step=10320, episodic_return=78.42
global_step=10392, episodic_return=75.51
global_step=10464, episodic_return=75.71
global_step=10584, episodic_return=138.46
global_step=10656, episodic_return=72.30
global_step=10736, episodic_return=82.85
global_step=10808, episodic_return=75.18
global_step=10904, episodic_return=98.95
global_step=11020, episodic_return=110.11
global_step=11100, episodic_return=83.25
global_step=11184, episodic_return=84.95
global_step=11252, episodic_return=71.06
global_step=11364, episodic_return=114.68
global_step=11432, episodic_return=69.95
global_step=11508, episodic_return=79.74
global_step=11576, episodic_return=70.70
global_step=11648, episodic_return=65.68
global_step=11724, episodic_return=79.30
global_step=11820, episodic_return=103.36
global_step=12048, episodic_return=249.36
global_step=12136, episodic_return=92.97
global_step=12284, episodic_return=167.07
global_step=12360, episodic_return=82.20
global_step=12436, episodic_return=76.41
global_step=12508, episodic_return=74.38
global_step=12616, episodic_return=117.78
global_step=12704, episodic_return=94.94
global_step=12804, episodic_return=104.06
global_step=12908, episodic_return=103.71
global_step=12980, episodic_return=74.27
global_step=13060, episodic_return=83.95
global_step=13132, episodic_return=75.97
global_step=13200, episodic_return=69.74
global_step=13280, episodic_return=80.53
global_step=13384, episodic_return=108.42
global_step=13508, episodic_return=123.23
global_step=13584, episodic_return=79.74
global_step=13776, episodic_return=212.95
global_step=13884, episodic_return=110.72
global_step=14000, episodic_return=125.92
global_step=14084, episodic_return=87.93
global_step=14208, episodic_return=126.09
global_step=14292, episodic_return=88.38
global_step=14364, episodic_return=75.59
global_step=14460, episodic_return=101.05
global_step=14620, episodic_return=165.32
global_step=14728, episodic_return=115.01
global_step=14856, episodic_return=131.20
global_step=14928, episodic_return=75.66
global_step=15012, episodic_return=88.01
global_step=15104, episodic_return=92.69
global_step=15180, episodic_return=81.37
global_step=15268, episodic_return=93.48
global_step=15344, episodic_return=79.99
global_step=15420, episodic_return=80.61
global_step=15532, episodic_return=117.56
global_step=15604, episodic_return=75.63
global_step=15748, episodic_return=154.81
global_step=15828, episodic_return=83.56
global_step=15896, episodic_return=70.92
global_step=16004, episodic_return=122.99
global_step=16104, episodic_return=107.22
global_step=16184, episodic_return=85.00
global_step=16296, episodic_return=124.83
Eval: global_step=16384, reward=139.45 +/- 41.69
global_step=16456, episodic_return=163.42
global_step=16536, episodic_return=85.75
global_step=16656, episodic_return=123.90
global_step=16728, episodic_return=75.73
global_step=16804, episodic_return=78.53
global_step=16876, episodic_return=75.49
global_step=16948, episodic_return=75.21
global_step=17048, episodic_return=103.88
global_step=17176, episodic_return=137.82
