/scratch1/tsa5252/anaconda3/envs/spiceenv/lib/python3.8/site-packages/hydra/_internal/defaults_list.py:251: UserWarning: In 'config': Defaults list is missing `_self_`. See https://hydra.cc/docs/1.2/upgrades/1.0_to_1.1/default_composition_order for more information
  warnings.warn(msg, UserWarning)
[[36m2026-03-01 13:05:55,963[0m][[34mOpenGL.acceleratesupport[0m][[32mINFO[0m] - No OpenGL_accelerate module loaded: No module named 'OpenGL_accelerate'[0m
Starting PPO Teacher Training on Hopper-v5...
Initialized ContinuousAgent for Hopper-v5 with actor_logstd = 0.0
Initialized ContinuousAgent for Hopper-v5 with actor_logstd = 0.0
global_step=52, episodic_return=8.85
global_step=116, episodic_return=8.02
global_step=180, episodic_return=7.48
global_step=280, episodic_return=4.55
global_step=416, episodic_return=10.93
global_step=476, episodic_return=8.56
global_step=524, episodic_return=8.06
global_step=616, episodic_return=14.68
global_step=720, episodic_return=19.04
global_step=808, episodic_return=24.03
global_step=944, episodic_return=31.56
global_step=1024, episodic_return=10.21
global_step=1132, episodic_return=14.63
global_step=1224, episodic_return=16.00
global_step=1296, episodic_return=17.39
global_step=1368, episodic_return=13.02
global_step=1420, episodic_return=7.56
global_step=1488, episodic_return=14.42
global_step=1688, episodic_return=72.34
global_step=1736, episodic_return=8.64
global_step=1784, episodic_return=6.31
global_step=1836, episodic_return=6.46
global_step=1912, episodic_return=18.24
global_step=1964, episodic_return=8.90
global_step=2028, episodic_return=12.11
global_step=2076, episodic_return=5.63
global_step=2144, episodic_return=9.50
global_step=2404, episodic_return=99.51
global_step=2484, episodic_return=8.00
global_step=2604, episodic_return=29.13
global_step=2656, episodic_return=6.06
global_step=2716, episodic_return=8.03
global_step=2848, episodic_return=22.93
global_step=2928, episodic_return=12.88
global_step=3020, episodic_return=4.96
global_step=3096, episodic_return=9.99
global_step=3168, episodic_return=13.33
global_step=3228, episodic_return=10.93
global_step=3392, episodic_return=24.84
global_step=3436, episodic_return=5.59
global_step=3520, episodic_return=9.61
global_step=3584, episodic_return=12.42
global_step=3668, episodic_return=20.81
global_step=3808, episodic_return=25.79
global_step=3872, episodic_return=10.13
global_step=3972, episodic_return=24.91
global_step=4052, episodic_return=17.68
global_step=4108, episodic_return=9.47
global_step=4148, episodic_return=4.98
global_step=4356, episodic_return=77.79
global_step=4404, episodic_return=7.42
global_step=4528, episodic_return=9.13
global_step=4688, episodic_return=29.60
global_step=4764, episodic_return=18.52
global_step=4808, episodic_return=7.19
global_step=4868, episodic_return=8.90
global_step=4948, episodic_return=16.12
global_step=5008, episodic_return=11.59
global_step=5056, episodic_return=6.06
global_step=5124, episodic_return=8.01
global_step=5200, episodic_return=15.54
global_step=5320, episodic_return=20.53
global_step=5400, episodic_return=14.00
global_step=5456, episodic_return=9.62
global_step=5560, episodic_return=8.18
global_step=5620, episodic_return=7.50
global_step=5668, episodic_return=6.72
global_step=5728, episodic_return=7.78
global_step=5840, episodic_return=11.08
global_step=5884, episodic_return=5.25
global_step=5928, episodic_return=7.58
global_step=5976, episodic_return=5.92
global_step=6048, episodic_return=14.24
global_step=6144, episodic_return=25.32
global_step=6192, episodic_return=8.74
global_step=6336, episodic_return=19.94
global_step=6380, episodic_return=4.51
global_step=6420, episodic_return=4.36
global_step=6484, episodic_return=8.14
global_step=6532, episodic_return=5.41
global_step=6608, episodic_return=11.02
global_step=6756, episodic_return=44.41
global_step=6848, episodic_return=10.03
global_step=6924, episodic_return=15.12
global_step=7048, episodic_return=7.07
global_step=7116, episodic_return=14.64
global_step=7216, episodic_return=28.64
global_step=7372, episodic_return=23.42
global_step=7432, episodic_return=12.12
global_step=7516, episodic_return=8.53
global_step=7564, episodic_return=6.85
global_step=7648, episodic_return=11.71
global_step=7732, episodic_return=19.05
global_step=7792, episodic_return=5.86
global_step=7852, episodic_return=12.35
global_step=7896, episodic_return=6.35
global_step=8044, episodic_return=37.65
global_step=8104, episodic_return=7.65
Eval: global_step=8192, reward=100.16 +/- 1.95
global_step=8264, episodic_return=51.23
global_step=8324, episodic_return=10.92
global_step=8452, episodic_return=33.25
global_step=8496, episodic_return=6.43
global_step=8544, episodic_return=6.70
global_step=8632, episodic_return=14.04
global_step=8724, episodic_return=7.46
global_step=8844, episodic_return=18.84
global_step=8896, episodic_return=5.99
global_step=8948, episodic_return=11.02
global_step=8992, episodic_return=5.42
global_step=9128, episodic_return=19.52
global_step=9212, episodic_return=9.11
