/scratch1/tsa5252/anaconda3/envs/spiceenv/lib/python3.8/site-packages/hydra/_internal/defaults_list.py:251: UserWarning: In 'config': Defaults list is missing `_self_`. See https://hydra.cc/docs/1.2/upgrades/1.0_to_1.1/default_composition_order for more information
  warnings.warn(msg, UserWarning)
[[36m2026-03-01 13:05:55,842[0m][[34mOpenGL.acceleratesupport[0m][[32mINFO[0m] - No OpenGL_accelerate module loaded: No module named 'OpenGL_accelerate'[0m
Starting PPO Teacher Training on Hopper-v5...
Initialized ContinuousAgent for Hopper-v5 with actor_logstd = 0.0
Initialized ContinuousAgent for Hopper-v5 with actor_logstd = 0.0
global_step=56, episodic_return=6.10
global_step=164, episodic_return=16.71
global_step=220, episodic_return=11.10
global_step=288, episodic_return=12.81
global_step=452, episodic_return=44.34
global_step=544, episodic_return=11.65
global_step=668, episodic_return=25.72
global_step=724, episodic_return=10.25
global_step=772, episodic_return=8.03
global_step=860, episodic_return=8.83
global_step=916, episodic_return=10.03
global_step=964, episodic_return=6.51
global_step=1012, episodic_return=7.79
global_step=1196, episodic_return=72.96
global_step=1252, episodic_return=3.09
global_step=1296, episodic_return=8.20
global_step=1344, episodic_return=8.54
global_step=1392, episodic_return=8.13
global_step=1512, episodic_return=15.75
global_step=1560, episodic_return=8.19
global_step=1632, episodic_return=11.15
global_step=1720, episodic_return=7.10
global_step=1804, episodic_return=13.62
global_step=1880, episodic_return=9.39
global_step=2012, episodic_return=10.65
global_step=2060, episodic_return=7.75
global_step=2104, episodic_return=5.72
global_step=2160, episodic_return=10.13
global_step=2212, episodic_return=6.85
global_step=2312, episodic_return=28.76
global_step=2396, episodic_return=11.78
global_step=2472, episodic_return=11.68
global_step=2540, episodic_return=11.29
global_step=2656, episodic_return=6.78
global_step=2744, episodic_return=8.97
global_step=2796, episodic_return=3.92
global_step=2884, episodic_return=20.54
global_step=2932, episodic_return=9.13
global_step=3004, episodic_return=12.35
global_step=3132, episodic_return=10.48
global_step=3188, episodic_return=10.31
global_step=3332, episodic_return=10.82
