/scratch1/tsa5252/anaconda3/envs/spiceenv/lib/python3.8/site-packages/hydra/_internal/defaults_list.py:251: UserWarning: In 'config': Defaults list is missing `_self_`. See https://hydra.cc/docs/1.2/upgrades/1.0_to_1.1/default_composition_order for more information
  warnings.warn(msg, UserWarning)
[[36m2026-03-01 13:05:55,798[0m][[34mOpenGL.acceleratesupport[0m][[32mINFO[0m] - No OpenGL_accelerate module loaded: No module named 'OpenGL_accelerate'[0m
Starting PPO Teacher Training on Hopper-v5...
Initialized ContinuousAgent for Hopper-v5 with actor_logstd = 0.0
Initialized ContinuousAgent for Hopper-v5 with actor_logstd = 0.0
global_step=48, episodic_return=9.60
global_step=124, episodic_return=8.28
global_step=180, episodic_return=10.75
global_step=220, episodic_return=5.08
global_step=400, episodic_return=29.04
global_step=512, episodic_return=5.74
global_step=584, episodic_return=16.63
global_step=636, episodic_return=7.97
global_step=896, episodic_return=100.97
global_step=956, episodic_return=10.78
global_step=1032, episodic_return=8.55
global_step=1092, episodic_return=7.14
global_step=1152, episodic_return=6.10
global_step=1188, episodic_return=3.84
global_step=1268, episodic_return=5.70
global_step=1376, episodic_return=34.65
global_step=1520, episodic_return=33.05
global_step=1600, episodic_return=9.75
global_step=1656, episodic_return=9.62
global_step=1724, episodic_return=10.17
global_step=1800, episodic_return=17.38
global_step=1868, episodic_return=11.44
global_step=2056, episodic_return=31.07
global_step=2164, episodic_return=19.24
global_step=2252, episodic_return=20.68
global_step=2328, episodic_return=16.97
global_step=2396, episodic_return=11.86
global_step=2500, episodic_return=20.80
global_step=2736, episodic_return=99.14
global_step=2892, episodic_return=51.79
global_step=2936, episodic_return=5.91
global_step=3004, episodic_return=11.86
global_step=3124, episodic_return=11.27
global_step=3188, episodic_return=9.34
global_step=3232, episodic_return=6.66
global_step=3324, episodic_return=19.00
global_step=3364, episodic_return=5.95
global_step=3408, episodic_return=3.59
global_step=3512, episodic_return=24.39
global_step=3588, episodic_return=17.64
global_step=3680, episodic_return=16.08
global_step=3724, episodic_return=5.62
global_step=3768, episodic_return=4.62
global_step=3820, episodic_return=6.94
global_step=3900, episodic_return=10.56
global_step=3980, episodic_return=7.65
global_step=4064, episodic_return=13.30
global_step=4112, episodic_return=6.51
global_step=4204, episodic_return=8.93
global_step=4268, episodic_return=8.02
global_step=4376, episodic_return=23.07
global_step=4428, episodic_return=7.44
global_step=4476, episodic_return=7.81
global_step=4592, episodic_return=31.38
global_step=4900, episodic_return=126.19
global_step=4952, episodic_return=9.36
global_step=5000, episodic_return=6.39
global_step=5040, episodic_return=5.47
global_step=5128, episodic_return=7.20
global_step=5280, episodic_return=24.50
global_step=5332, episodic_return=7.95
global_step=5444, episodic_return=14.51
global_step=5496, episodic_return=10.86
global_step=5612, episodic_return=29.85
global_step=5736, episodic_return=19.82
global_step=5796, episodic_return=4.93
global_step=5856, episodic_return=10.17
global_step=5920, episodic_return=7.62
global_step=6000, episodic_return=10.88
global_step=6080, episodic_return=5.94
global_step=6128, episodic_return=7.02
global_step=6180, episodic_return=7.01
global_step=6260, episodic_return=10.27
global_step=6304, episodic_return=6.66
global_step=6348, episodic_return=7.71
global_step=6452, episodic_return=28.63
global_step=6496, episodic_return=6.21
global_step=6616, episodic_return=17.67
global_step=6748, episodic_return=31.05
global_step=6848, episodic_return=20.14
global_step=6944, episodic_return=7.67
global_step=7012, episodic_return=12.10
global_step=7060, episodic_return=8.18
global_step=7116, episodic_return=5.12
global_step=7240, episodic_return=29.29
global_step=7312, episodic_return=11.69
global_step=7372, episodic_return=6.83
global_step=7428, episodic_return=5.63
global_step=7516, episodic_return=9.99
global_step=7588, episodic_return=14.08
global_step=7680, episodic_return=18.72
global_step=7784, episodic_return=20.49
global_step=7864, episodic_return=8.09
global_step=7980, episodic_return=15.28
global_step=8076, episodic_return=13.39
Eval: global_step=8192, reward=53.49 +/- 2.81
global_step=8232, episodic_return=24.79
global_step=8280, episodic_return=5.29
global_step=8364, episodic_return=4.24
global_step=8420, episodic_return=7.65
global_step=8544, episodic_return=35.25
global_step=8636, episodic_return=11.66
global_step=8772, episodic_return=8.95
global_step=8952, episodic_return=63.67
global_step=9012, episodic_return=6.86
global_step=9148, episodic_return=35.69
global_step=9188, episodic_return=6.31
global_step=9276, episodic_return=21.07
global_step=9348, episodic_return=10.87
global_step=9396, episodic_return=4.64
