/scratch1/tsa5252/anaconda3/envs/spiceenv/lib/python3.8/site-packages/hydra/_internal/defaults_list.py:251: UserWarning: In 'config': Defaults list is missing `_self_`. See https://hydra.cc/docs/1.2/upgrades/1.0_to_1.1/default_composition_order for more information
  warnings.warn(msg, UserWarning)
[[36m2026-03-01 17:08:53,071[0m][[34mOpenGL.acceleratesupport[0m][[32mINFO[0m] - No OpenGL_accelerate module loaded: No module named 'OpenGL_accelerate'[0m
Starting PPO Teacher Training on Humanoid-v5...
global_step=124, episodic_return=134.92
global_step=196, episodic_return=75.66
global_step=284, episodic_return=78.12
global_step=376, episodic_return=96.36
global_step=452, episodic_return=79.31
global_step=520, episodic_return=64.49
global_step=600, episodic_return=84.10
global_step=672, episodic_return=75.72
global_step=744, episodic_return=75.36
global_step=820, episodic_return=78.84
global_step=896, episodic_return=80.47
global_step=976, episodic_return=83.67
global_step=1128, episodic_return=148.90
global_step=1224, episodic_return=105.44
global_step=1320, episodic_return=97.78
global_step=1432, episodic_return=126.24
global_step=1504, episodic_return=75.12
global_step=1580, episodic_return=80.97
global_step=1652, episodic_return=74.67
global_step=1736, episodic_return=89.64
global_step=1836, episodic_return=107.95
global_step=1944, episodic_return=113.01
global_step=2032, episodic_return=90.07
global_step=2120, episodic_return=95.77
global_step=2260, episodic_return=152.11
global_step=2332, episodic_return=75.00
global_step=2460, episodic_return=134.73
global_step=2552, episodic_return=102.20
global_step=2624, episodic_return=75.58
global_step=2716, episodic_return=100.85
global_step=2792, episodic_return=80.78
global_step=2868, episodic_return=80.37
global_step=2964, episodic_return=101.16
global_step=3036, episodic_return=73.17
global_step=3132, episodic_return=101.84
global_step=3304, episodic_return=181.56
global_step=3372, episodic_return=70.37
global_step=3472, episodic_return=107.93
global_step=3540, episodic_return=70.75
global_step=3612, episodic_return=74.57
global_step=3748, episodic_return=136.86
global_step=3816, episodic_return=69.54
global_step=3888, episodic_return=74.49
global_step=3972, episodic_return=88.86
global_step=4116, episodic_return=149.27
global_step=4212, episodic_return=106.15
global_step=4284, episodic_return=75.04
global_step=4380, episodic_return=100.36
global_step=4452, episodic_return=74.96
global_step=4528, episodic_return=80.84
global_step=4596, episodic_return=70.79
global_step=4668, episodic_return=75.42
global_step=4744, episodic_return=80.96
global_step=4816, episodic_return=73.10
global_step=4908, episodic_return=98.18
global_step=4976, episodic_return=70.71
global_step=5048, episodic_return=74.56
global_step=5124, episodic_return=80.27
global_step=5200, episodic_return=77.23
global_step=5272, episodic_return=75.30
global_step=5392, episodic_return=132.95
global_step=5460, episodic_return=71.33
global_step=5528, episodic_return=69.54
global_step=5612, episodic_return=85.57
global_step=5728, episodic_return=120.96
global_step=5800, episodic_return=76.16
global_step=5896, episodic_return=97.20
global_step=5968, episodic_return=75.94
global_step=6052, episodic_return=86.92
global_step=6124, episodic_return=75.60
global_step=6208, episodic_return=89.49
global_step=6284, episodic_return=79.77
global_step=6376, episodic_return=97.79
