/scratch1/tsa5252/anaconda3/envs/spiceenv/lib/python3.8/site-packages/hydra/_internal/defaults_list.py:251: UserWarning: In 'config': Defaults list is missing `_self_`. See https://hydra.cc/docs/1.2/upgrades/1.0_to_1.1/default_composition_order for more information
  warnings.warn(msg, UserWarning)
[[36m2026-03-01 17:08:53,076[0m][[34mOpenGL.acceleratesupport[0m][[32mINFO[0m] - No OpenGL_accelerate module loaded: No module named 'OpenGL_accelerate'[0m
Starting PPO Teacher Training on Humanoid-v5...
global_step=88, episodic_return=91.48
global_step=176, episodic_return=88.96
global_step=320, episodic_return=159.58
global_step=456, episodic_return=140.46
global_step=528, episodic_return=75.66
global_step=636, episodic_return=110.12
global_step=712, episodic_return=75.13
global_step=780, episodic_return=70.85
global_step=860, episodic_return=84.63
global_step=932, episodic_return=75.72
global_step=1004, episodic_return=74.48
global_step=1076, episodic_return=75.27
global_step=1152, episodic_return=79.52
global_step=1284, episodic_return=129.01
global_step=1360, episodic_return=77.50
global_step=1524, episodic_return=182.65
global_step=1604, episodic_return=87.30
global_step=1680, episodic_return=81.87
global_step=1776, episodic_return=105.66
global_step=1856, episodic_return=86.09
global_step=1944, episodic_return=86.60
global_step=2032, episodic_return=96.35
global_step=2108, episodic_return=78.16
global_step=2196, episodic_return=93.28
global_step=2308, episodic_return=129.26
global_step=2380, episodic_return=75.62
global_step=2456, episodic_return=80.48
global_step=2540, episodic_return=91.80
global_step=2612, episodic_return=75.58
global_step=2680, episodic_return=70.09
global_step=2748, episodic_return=70.67
global_step=2820, episodic_return=74.79
global_step=2904, episodic_return=81.02
global_step=2972, episodic_return=70.41
global_step=3048, episodic_return=79.99
global_step=3128, episodic_return=86.61
global_step=3248, episodic_return=131.54
global_step=3328, episodic_return=85.98
global_step=3400, episodic_return=73.87
global_step=3472, episodic_return=75.10
global_step=3592, episodic_return=132.88
global_step=3696, episodic_return=110.61
global_step=3836, episodic_return=161.47
global_step=3908, episodic_return=75.90
global_step=3976, episodic_return=67.87
global_step=4052, episodic_return=81.42
global_step=4124, episodic_return=75.45
global_step=4196, episodic_return=69.52
global_step=4284, episodic_return=92.17
global_step=4376, episodic_return=99.20
global_step=4500, episodic_return=132.86
global_step=4600, episodic_return=108.20
global_step=4704, episodic_return=111.69
global_step=4832, episodic_return=139.11
global_step=4904, episodic_return=76.00
global_step=4972, episodic_return=65.61
global_step=5044, episodic_return=75.75
global_step=5140, episodic_return=100.00
global_step=5256, episodic_return=131.56
global_step=5344, episodic_return=93.26
global_step=5416, episodic_return=75.58
global_step=5548, episodic_return=143.98
global_step=5624, episodic_return=80.56
global_step=5696, episodic_return=74.71
global_step=5872, episodic_return=192.68
global_step=5940, episodic_return=70.87
global_step=6052, episodic_return=123.16
global_step=6160, episodic_return=111.51
global_step=6280, episodic_return=116.29
global_step=6368, episodic_return=96.73
global_step=6436, episodic_return=71.05
global_step=6544, episodic_return=116.83
global_step=6620, episodic_return=76.61
global_step=6696, episodic_return=78.48
