/scratch1/tsa5252/anaconda3/envs/spiceenv/lib/python3.8/site-packages/hydra/_internal/defaults_list.py:251: UserWarning: In 'config': Defaults list is missing `_self_`. See https://hydra.cc/docs/1.2/upgrades/1.0_to_1.1/default_composition_order for more information
  warnings.warn(msg, UserWarning)
[[36m2026-03-01 17:08:53,455[0m][[34mOpenGL.acceleratesupport[0m][[32mINFO[0m] - No OpenGL_accelerate module loaded: No module named 'OpenGL_accelerate'[0m
Starting PPO Teacher Training on Humanoid-v5...
global_step=104, episodic_return=108.77
global_step=248, episodic_return=167.46
global_step=336, episodic_return=82.78
global_step=412, episodic_return=80.68
global_step=516, episodic_return=102.46
global_step=612, episodic_return=101.47
global_step=740, episodic_return=114.84
global_step=828, episodic_return=94.50
global_step=896, episodic_return=66.98
global_step=1044, episodic_return=149.86
global_step=1144, episodic_return=108.05
global_step=1248, episodic_return=116.57
global_step=1360, episodic_return=123.95
global_step=1484, episodic_return=143.41
global_step=1592, episodic_return=111.23
global_step=1664, episodic_return=76.00
global_step=1776, episodic_return=122.24
global_step=1852, episodic_return=80.29
global_step=1924, episodic_return=75.35
global_step=2020, episodic_return=101.62
global_step=2088, episodic_return=69.53
global_step=2160, episodic_return=75.57
global_step=2228, episodic_return=68.91
global_step=2308, episodic_return=78.95
global_step=2408, episodic_return=104.21
global_step=2500, episodic_return=96.57
global_step=2644, episodic_return=163.04
global_step=2716, episodic_return=74.46
global_step=2816, episodic_return=113.64
global_step=2884, episodic_return=71.01
global_step=2976, episodic_return=97.34
global_step=3092, episodic_return=120.22
global_step=3232, episodic_return=144.73
global_step=3300, episodic_return=70.91
global_step=3384, episodic_return=90.54
global_step=3492, episodic_return=122.44
global_step=3616, episodic_return=134.66
global_step=3692, episodic_return=79.30
global_step=3812, episodic_return=127.15
global_step=3880, episodic_return=71.00
global_step=3964, episodic_return=87.29
global_step=4032, episodic_return=70.23
global_step=4108, episodic_return=78.54
global_step=4200, episodic_return=97.40
global_step=4280, episodic_return=84.60
global_step=4352, episodic_return=75.55
global_step=4492, episodic_return=150.24
global_step=4588, episodic_return=105.12
global_step=4700, episodic_return=115.33
global_step=4772, episodic_return=75.19
global_step=4964, episodic_return=201.27
global_step=5040, episodic_return=72.24
global_step=5108, episodic_return=70.15
global_step=5208, episodic_return=106.58
global_step=5280, episodic_return=74.22
global_step=5352, episodic_return=74.50
global_step=5440, episodic_return=94.75
global_step=5520, episodic_return=85.36
global_step=5592, episodic_return=75.50
global_step=5664, episodic_return=73.66
global_step=5756, episodic_return=93.87
global_step=5868, episodic_return=122.66
global_step=5984, episodic_return=123.30
global_step=6076, episodic_return=99.87
global_step=6160, episodic_return=88.52
global_step=6236, episodic_return=79.65
global_step=6324, episodic_return=97.96
global_step=6448, episodic_return=138.38
global_step=6520, episodic_return=74.76
global_step=6616, episodic_return=103.35
global_step=6688, episodic_return=75.76
global_step=6760, episodic_return=75.83
global_step=6904, episodic_return=151.46
global_step=7092, episodic_return=198.42
global_step=7164, episodic_return=75.94
global_step=7280, episodic_return=126.65
global_step=7356, episodic_return=82.06
global_step=7424, episodic_return=70.57
global_step=7496, episodic_return=75.75
global_step=7572, episodic_return=77.21
global_step=7652, episodic_return=85.77
global_step=7732, episodic_return=88.31
